website,cdn,min,max,mean,media
mirostatic.com,18.245.31.88,145.0,146.0,145.1,145.0
mirostatic.com,18.238.80.20,68.5,68.8,68.57000000000001,68.55
mirostatic.com,18.239.69.108,141.0,141.0,141.0,141.0
mirostatic.com,18.239.199.72,0.292,3.18,0.6380000000000001,0.314
mirostatic.com,18.239.199.12,0.294,0.354,0.3226,0.3235
mirostatic.com,108.157.254.83,177.0,178.0,177.3,177.0
mirostatic.com,18.67.110.64,137.0,137.0,137.0,137.0
mirostatic.com,18.67.39.54,71.4,71.6,71.42999999999999,71.4
mirostatic.com,18.238.80.19,66.3,67.3,66.46,66.4
mirostatic.com,18.239.142.18,249.0,250.0,249.1,249.0
mirostatic.com,18.160.41.93,67.8,68.0,67.83999999999999,67.8
maersk.com,23.211.139.200,0.815,0.884,0.8366999999999999,0.8314999999999999
maersk.com,23.215.7.12,198.0,198.0,198.0,198.0
maersk.com,95.101.74.73,142.0,143.0,142.1,142.0
maersk.com,104.102.244.74,182.0,183.0,182.1,182.0
maersk.com,23.12.144.204,72.0,72.9,72.1,72.0
maersk.com,23.67.33.30,3.07,3.36,3.1309999999999993,3.09
maersk.com,184.86.103.202,148.0,149.0,148.1,148.0
maersk.com,23.44.111.65,65.7,66.3,65.77000000000001,65.7
maersk.com,23.44.111.20,65.7,65.9,65.72,65.7
maersk.com,23.48.224.114,65.6,66.1,65.69000000000001,65.65
maersk.com,23.206.172.75,65.6,65.9,65.71000000000001,65.7
maersk.com,23.193.114.80,234.0,235.0,234.8,235.0
maersk.com,23.48.165.70,134.0,134.0,134.0,134.0
99acres.com,23.33.32.138,113.0,114.0,113.4,113.0
99acres.com,104.97.14.73,140.0,141.0,140.1,140.0
99acres.com,72.247.176.8,143.0,144.0,143.1,143.0
99acres.com,23.43.242.131,58.7,59.4,58.80000000000001,58.7
99acres.com,23.52.171.145,183.0,183.0,183.0,183.0
99acres.com,96.16.55.41,3.04,4.91,3.3560000000000003,3.08
99acres.com,23.45.207.168,173.0,178.0,173.6,173.0
99acres.com,104.117.182.194,68.1,69.2,68.28,68.2
99acres.com,104.117.182.179,69.5,70.2,69.59,69.5
99acres.com,23.33.32.129,110.0,111.0,110.2,110.0
99acres.com,23.40.52.181,179.0,179.0,179.0,179.0
99acres.com,2.16.168.11,148.0,149.0,148.1,148.0
99acres.com,104.117.182.42,69.6,70.6,69.72,69.6
99acres.com,104.86.110.192,135.0,135.0,135.0,135.0
clickcease.com,3.168.86.61,0.776,1.65,0.9048999999999999,0.8205
clickcease.com,18.239.142.81,249.0,250.0,249.2,249.0
clickcease.com,18.67.110.83,146.0,147.0,146.8,147.0
clickcease.com,13.227.254.80,184.0,185.0,184.2,184.0
clickcease.com,3.164.92.38,67.3,68.5,67.5,67.4
clickcease.com,18.238.49.45,66.3,67.7,66.57000000000001,66.4
clickcease.com,99.86.229.44,66.6,70.4,67.09,66.6
clickcease.com,18.239.36.46,142.0,142.0,142.0,142.0
clickcease.com,3.168.86.31,0.771,1.9,0.9144,0.805
clickcease.com,18.238.49.25,67.1,67.6,67.15,67.1
clickcease.com,3.168.86.61,0.786,1.4,0.8736,0.8055000000000001
clickcease.com,18.172.112.30,150.0,150.0,150.0,150.0
clickcease.com,18.172.112.62,150.0,151.0,150.3,150.0
chanel.com,23.211.139.199,0.789,0.838,0.8185,0.8225
chanel.com,23.48.105.12,60.1,60.4,60.14,60.1
chanel.com,23.11.215.144,240.0,241.0,240.1,240.0
chanel.com,23.205.255.235,72.0,72.4,72.14,72.1
chanel.com,96.17.180.49,184.0,185.0,184.2,184.0
chanel.com,23.206.243.16,201.0,202.0,201.2,201.0
chanel.com,23.49.248.12,66.8,66.9,66.83999999999999,66.8
chanel.com,2.19.248.71,135.0,137.0,135.3,135.0
chanel.com,23.49.248.36,65.9,66.1,65.99,66.0
chanel.com,2.21.20.3,147.0,147.0,147.0,147.0
chanel.com,23.216.149.149,0.781,0.838,0.8130000000000001,0.8145
chanel.com,95.101.74.117,141.0,142.0,141.1,141.0
mtb.com,52.84.162.70,17.7,20.6,18.139999999999997,17.7
mtb.com,18.164.116.27,68.9,72.2,69.39000000000001,68.95
mtb.com,3.162.112.76,67.3,68.3,67.43999999999998,67.3
mtb.com,18.173.121.60,0.281,0.35,0.31479999999999997,0.3175
mtb.com,18.64.50.41,189.0,189.0,189.0,189.0
mtb.com,18.173.121.94,0.275,0.758,0.3559,0.303
mtb.com,18.160.213.78,50.9,51.1,50.959999999999994,50.95
mtb.com,108.159.15.60,221.0,222.0,221.1,221.0
mtb.com,18.164.116.38,68.9,69.1,68.94,68.9
mtb.com,18.66.147.9,147.0,147.0,147.0,147.0
mtb.com,18.66.147.5,144.0,144.0,144.0,144.0
mtb.com,18.164.116.122,70.0,70.5,70.07000000000001,70.0
mtb.com,3.164.85.94,158.0,159.0,158.1,158.0
impression.link,18.244.214.100,0.282,0.979,0.3933,0.3275
impression.link,18.245.96.95,70.3,70.7,70.35,70.3
impression.link,3.165.82.94,183.0,184.0,183.3,183.0
impression.link,108.139.29.97,70.0,71.2,70.14,70.0
impression.link,18.238.243.24,143.0,144.0,143.1,143.0
impression.link,18.173.121.69,0.265,0.943,0.37,0.3065
impression.link,3.161.82.42,149.0,150.0,149.1,149.0
impression.link,18.173.121.65,0.288,0.448,0.3327,0.3155
impression.link,108.139.29.67,68.6,69.3,68.71000000000001,68.65
impression.link,108.158.20.108,146.0,147.0,146.8,147.0
impression.link,108.158.61.70,237.0,237.0,237.0,237.0
impression.link,3.161.82.84,150.0,151.0,150.1,150.0
impression.link,108.138.85.107,67.4,67.8,67.48,67.45
driftt.com,3.168.86.71,0.809,2.06,1.0055999999999998,0.8694999999999999
driftt.com,13.33.88.87,176.0,177.0,176.2,176.0
driftt.com,13.227.219.46,138.0,139.0,138.2,138.0
driftt.com,18.172.78.52,247.0,248.0,247.1,247.0
driftt.com,3.168.86.71,0.784,1.56,0.9163,0.8145
driftt.com,18.67.17.67,67.9,68.0,67.92,67.9
driftt.com,18.67.93.93,137.0,139.0,137.2,137.0
driftt.com,3.168.86.2,0.811,1.73,0.9278000000000001,0.842
driftt.com,3.167.88.105,68.5,69.0,68.58,68.5
driftt.com,18.164.96.18,68.6,69.4,68.74000000000001,68.7
driftt.com,18.164.96.126,68.6,69.0,68.69000000000001,68.65
driftt.com,18.245.31.115,151.0,151.0,151.0,151.0
grainger.com,23.59.193.250,2.25,2.88,2.3419999999999996,2.275
grainger.com,23.214.184.38,69.3,70.5,69.5,69.4
grainger.com,184.24.146.98,72.0,73.2,72.16999999999999,72.1
grainger.com,23.59.193.250,3.07,3.66,3.1800000000000006,3.115
grainger.com,104.68.6.23,179.0,180.0,179.1,179.0
grainger.com,23.57.38.200,235.0,235.0,235.0,235.0
grainger.com,23.67.132.118,147.0,148.0,147.2,147.0
grainger.com,23.38.18.5,141.0,149.0,142.3,142.0
grainger.com,23.50.85.40,198.0,198.0,198.0,198.0
grainger.com,104.103.242.13,133.0,134.0,133.1,133.0
grainger.com,23.204.6.187,65.6,66.2,65.76000000000002,65.7
zalando.pl,3.169.183.43,0.279,1.19,0.40449999999999997,0.322
zalando.pl,18.67.110.75,137.0,137.0,137.0,137.0
zalando.pl,13.225.63.71,68.1,68.9,68.23,68.15
zalando.pl,3.165.102.27,185.0,186.0,185.1,185.0
zalando.pl,13.225.63.89,68.1,68.1,68.1,68.1
zalando.pl,18.239.36.62,141.0,142.0,141.1,141.0
zalando.pl,18.160.41.87,67.0,67.3,67.06,67.0
zalando.pl,13.32.99.2,151.0,153.0,151.2,151.0
zalando.pl,18.173.121.55,0.289,0.99,0.37089999999999995,0.3045
zalando.pl,13.33.165.60,65.5,66.1,65.62,65.6
zalando.pl,13.32.99.106,150.0,150.0,150.0,150.0
zalando.pl,18.239.111.81,244.0,245.0,244.1,244.0
missena.io,18.244.214.43,0.258,0.471,0.3024,0.2835
missena.io,52.85.61.63,66.3,67.1,66.50999999999999,66.4
missena.io,18.67.93.32,147.0,147.0,147.0,147.0
missena.io,52.85.61.54,66.4,66.8,66.45,66.4
missena.io,18.155.68.20,184.0,184.0,184.0,184.0
missena.io,108.158.61.83,240.0,242.0,240.4,240.0
missena.io,18.244.214.121,0.298,0.658,0.3684,0.34299999999999997
missena.io,52.85.151.24,65.6,66.8,65.72,65.6
missena.io,13.32.121.4,146.0,147.0,146.2,146.0
missena.io,18.239.83.29,140.0,142.0,140.3,140.0
missena.io,13.32.121.114,145.0,145.0,145.0,145.0
missena.io,18.67.39.63,67.9,68.4,67.98,67.9
msg-csw-lenovo.com,3.168.86.69,0.788,1.73,0.9092,0.819
msg-csw-lenovo.com,18.172.112.102,149.0,151.0,149.2,149.0
msg-csw-lenovo.com,13.225.63.128,68.1,69.1,68.23,68.1
msg-csw-lenovo.com,18.67.195.58,239.0,239.0,239.0,239.0
msg-csw-lenovo.com,18.65.244.10,137.0,138.0,137.1,137.0
msg-csw-lenovo.com,3.164.92.49,64.9,65.9,65.07000000000001,65.0
msg-csw-lenovo.com,18.239.36.34,141.0,141.0,141.0,141.0
msg-csw-lenovo.com,3.168.86.119,0.804,1.23,0.9031,0.84
msg-csw-lenovo.com,3.168.86.69,0.796,1.02,0.8620000000000001,0.8545
msg-csw-lenovo.com,13.225.63.114,68.5,69.9,68.8,68.6
msg-csw-lenovo.com,18.172.112.91,149.0,150.0,149.1,149.0
msg-csw-lenovo.com,18.155.68.28,183.0,184.0,183.1,183.0
gotostage.com,13.35.121.69,0.848,1.74,0.9909000000000001,0.8965000000000001
gotostage.com,18.239.36.101,141.0,141.0,141.0,141.0
gotostage.com,108.158.61.124,234.0,235.0,234.1,234.0
gotostage.com,13.33.165.121,70.4,71.3,70.51,70.4
gotostage.com,52.85.151.73,66.5,67.6,66.69,66.6
gotostage.com,13.249.91.30,68.5,69.0,68.56,68.5
gotostage.com,13.35.121.69,0.853,1.3,0.9273000000000001,0.8955
gotostage.com,13.35.121.21,0.844,0.898,0.8662999999999998,0.8654999999999999
gotostage.com,13.32.99.55,151.0,151.0,151.0,151.0
gotostage.com,18.65.244.31,146.0,147.0,146.1,146.0
gotostage.com,13.249.91.22,66.3,66.7,66.44,66.4
gotostage.com,108.156.133.114,171.0,172.0,171.2,171.0
gotostage.com,13.32.99.58,146.0,147.0,146.1,146.0
tabnine.com,18.173.121.41,0.295,1.27,0.42069999999999996,0.332
tabnine.com,13.225.78.20,149.0,152.0,149.3,149.0
tabnine.com,18.239.94.59,140.0,141.0,140.9,141.0
tabnine.com,13.35.147.104,136.0,137.0,136.6,137.0
tabnine.com,18.172.78.73,247.0,248.0,247.1,247.0
tabnine.com,13.225.78.92,145.0,146.0,145.1,145.0
tabnine.com,18.173.132.70,66.4,66.8,66.47999999999999,66.4
tabnine.com,18.173.121.81,0.311,0.822,0.3809,0.3325
tabnine.com,18.165.83.40,68.5,68.7,68.61,68.6
tabnine.com,18.245.96.18,62.2,62.3,62.25,62.25
tabnine.com,18.173.121.3,0.267,0.33,0.3054,0.3065
tabnine.com,13.33.88.100,176.0,177.0,176.1,176.0
tabnine.com,18.173.132.53,67.0,67.6,67.16,67.1
mindbodygreen.com,18.244.214.73,0.286,0.357,0.3254,0.3285
mindbodygreen.com,18.244.214.10,0.282,0.854,0.37849999999999995,0.3265
mindbodygreen.com,13.35.210.9,183.0,185.0,184.0,184.0
mindbodygreen.com,108.158.46.53,245.0,246.0,245.1,245.0
mindbodygreen.com,18.67.17.88,67.0,67.9,67.09,67.0
mindbodygreen.com,13.249.91.17,67.7,69.0,67.91,67.8
mindbodygreen.com,52.85.151.28,66.2,66.9,66.30000000000001,66.2
mindbodygreen.com,18.173.205.29,144.0,144.0,144.0,144.0
mindbodygreen.com,13.249.91.83,66.3,67.4,66.49,66.4
mindbodygreen.com,18.173.205.11,151.0,151.0,151.0,151.0
mindbodygreen.com,13.249.91.84,66.3,66.4,66.38,66.4
mindbodygreen.com,108.158.20.74,147.0,147.0,147.0,147.0
mindbodygreen.com,18.239.94.8,141.0,142.0,141.1,141.0
mindbodygreen.com,18.244.214.31,0.252,0.376,0.31070000000000003,0.3085
monotaro.com,18.238.192.70,0.286,0.467,0.32420000000000004,0.314
monotaro.com,3.171.139.27,68.6,69.4,68.69,68.6
monotaro.com,18.155.68.18,175.0,177.0,175.4,175.0
monotaro.com,3.171.139.36,68.2,68.9,68.32,68.25
monotaro.com,18.245.60.48,148.0,150.0,148.2,148.0
monotaro.com,18.172.78.33,239.0,244.0,239.5,239.0
monotaro.com,3.171.139.40,69.9,71.1,70.03,69.9
monotaro.com,18.67.39.28,71.2,71.3,71.28999999999999,71.3
monotaro.com,13.227.219.11,138.0,139.0,138.1,138.0
monotaro.com,18.238.192.120,0.288,0.35,0.31070000000000003,0.3105
monotaro.com,18.245.60.41,149.0,149.0,149.0,149.0
monotaro.com,13.33.30.18,177.0,178.0,177.1,177.0
monotaro.com,52.85.151.16,67.1,68.2,67.23,67.1
myherbalife.com,23.38.232.9,3.03,4.0,3.168,3.085
myherbalife.com,23.201.178.7,65.7,66.2,65.75000000000001,65.7
myherbalife.com,23.38.232.9,3.03,3.11,3.084,3.0949999999999998
myherbalife.com,23.1.28.254,59.7,61.1,59.959999999999994,59.8
myherbalife.com,23.59.66.27,135.0,143.0,135.8,135.0
myherbalife.com,23.213.98.13,242.0,244.0,242.2,242.0
myherbalife.com,23.38.134.146,182.0,183.0,182.1,182.0
myherbalife.com,23.210.102.75,186.0,186.0,186.0,186.0
myherbalife.com,184.26.197.215,73.2,74.2,73.31000000000002,73.2
myherbalife.com,23.218.52.53,143.0,143.0,143.0,143.0
myherbalife.com,23.45.97.78,147.0,148.0,147.1,147.0
zalando.fr,3.169.183.43,0.271,0.931,0.3675,0.303
zalando.fr,18.173.121.99,0.284,0.471,0.3217,0.3065
zalando.fr,13.225.63.71,68.1,69.1,68.2,68.1
zalando.fr,18.239.36.32,141.0,141.0,141.0,141.0
zalando.fr,3.165.102.27,185.0,186.0,185.1,185.0
zalando.fr,13.225.63.100,68.1,69.3,68.24999999999999,68.1
zalando.fr,13.32.99.79,146.0,146.0,146.0,146.0
zalando.fr,13.225.63.89,68.1,68.4,68.17,68.1
zalando.fr,18.67.110.5,137.0,138.0,137.1,137.0
zalando.fr,18.160.41.20,66.3,66.4,66.33999999999999,66.3
zalando.fr,13.33.165.60,65.5,66.6,65.64,65.5
zalando.fr,18.173.121.118,0.267,0.378,0.3073,0.301
zalando.fr,18.239.111.49,236.0,236.0,236.0,236.0
zalando.fr,13.32.99.106,149.0,151.0,149.2,149.0
geogebra.org,3.169.183.25,0.273,1.14,0.3959,0.3205
geogebra.org,13.226.94.117,66.4,66.9,66.47,66.4
geogebra.org,3.168.86.10,0.766,1.29,0.8461000000000001,0.791
geogebra.org,18.67.93.69,147.0,147.0,147.0,147.0
geogebra.org,18.245.46.112,151.0,152.0,151.1,151.0
geogebra.org,108.158.61.128,231.0,232.0,231.9,232.0
geogebra.org,18.245.46.100,147.0,148.0,147.7,148.0
geogebra.org,3.168.86.32,0.812,1.91,1.0021,0.841
geogebra.org,13.227.254.53,190.0,191.0,190.2,190.0
geogebra.org,18.67.39.41,67.0,68.1,67.14,67.0
geogebra.org,3.167.56.69,68.5,69.9,68.72,68.6
geogebra.org,18.239.83.28,142.0,145.0,142.4,142.0
geogebra.org,13.226.94.55,67.0,68.0,67.19,67.1
saksfifthavenue.com,23.218.216.211,66.9,67.9,67.06,66.9
saksfifthavenue.com,23.212.248.196,68.0,68.1,68.01,68.0
saksfifthavenue.com,23.212.250.207,66.4,66.9,66.50999999999999,66.5
saksfifthavenue.com,23.48.203.12,67.2,67.2,67.20000000000002,67.2
saksfifthavenue.com,23.205.104.145,67.8,67.8,67.79999999999998,67.8
saksfifthavenue.com,23.46.239.98,66.9,67.1,67.0,67.0
saksfifthavenue.com,23.212.249.84,65.6,65.6,65.6,65.6
saksfifthavenue.com,23.73.207.173,65.6,66.6,65.79,65.7
saksfifthavenue.com,23.205.106.18,66.5,66.6,66.59,66.6
saksfifthavenue.com,23.205.106.5,68.0,68.7,68.09,68.0
starwars.com,23.46.216.202,3.04,3.2,3.0829999999999997,3.07
starwars.com,23.1.105.207,59.8,66.3,60.499999999999986,59.849999999999994
starwars.com,23.46.216.199,3.08,3.99,3.278,3.1100000000000003
starwars.com,2.16.6.225,143.0,144.0,143.2,143.0
starwars.com,2.16.153.147,133.0,133.0,133.0,133.0
starwars.com,23.36.162.7,147.0,148.0,147.2,147.0
starwars.com,23.52.40.90,182.0,184.0,182.4,182.0
starwars.com,104.77.150.136,66.7,67.9,66.9,66.75
starwars.com,104.77.150.175,66.8,67.3,66.91999999999999,66.9
starwars.com,23.205.255.203,73.2,74.8,73.37,73.2
starwars.com,23.1.240.82,179.0,179.0,179.0,179.0
starwars.com,23.3.70.193,217.0,217.0,217.0,217.0
starwars.com,23.46.216.202,3.05,3.79,3.1670000000000003,3.09
ifttt.com,99.84.238.207,0.824,1.78,0.9563,0.877
ifttt.com,99.84.238.110,0.836,1.45,0.9247,0.8634999999999999
ifttt.com,18.245.96.71,62.3,63.9,62.64,62.4
ifttt.com,13.224.189.10,149.0,150.0,149.1,149.0
ifttt.com,13.224.189.40,149.0,149.0,149.0,149.0
ifttt.com,108.138.128.10,69.0,70.1,69.22,69.1
ifttt.com,99.84.238.125,0.816,1.88,0.9727,0.872
ifttt.com,18.65.244.114,136.0,137.0,136.1,136.0
ifttt.com,108.159.61.71,238.0,239.0,238.1,238.0
ifttt.com,108.138.128.38,68.3,70.7,68.61999999999999,68.4
ifttt.com,52.85.132.59,68.1,69.3,68.32000000000001,68.2
ifttt.com,108.138.128.19,68.6,68.8,68.65,68.6
ifttt.com,18.155.68.104,175.0,176.0,175.4,175.0
ifttt.com,18.238.243.52,146.0,146.0,146.0,146.0
mandmdirect.com,23.56.188.251,1.38,1.94,1.465,1.42
mandmdirect.com,23.38.226.135,3.06,3.22,3.119,3.1100000000000003
mandmdirect.com,23.210.97.210,181.0,182.0,181.1,181.0
mandmdirect.com,96.17.38.30,59.6,60.5,59.78000000000001,59.7
mandmdirect.com,184.26.193.100,70.3,71.5,70.5,70.4
mandmdirect.com,23.53.173.139,134.0,135.0,134.1,134.0
mandmdirect.com,23.67.137.89,147.0,147.0,147.0,147.0
mandmdirect.com,23.207.77.54,238.0,239.0,238.3,238.0
mandmdirect.com,23.201.173.49,65.6,66.3,65.76000000000002,65.7
mandmdirect.com,23.38.31.200,142.0,143.0,142.1,142.0
mandmdirect.com,23.38.130.29,179.0,179.0,179.0,179.0
canalrcn.com,108.138.246.87,0.8,1.78,0.9354000000000002,0.8245
canalrcn.com,108.138.246.87,0.791,1.13,0.8416,0.8154999999999999
canalrcn.com,108.158.32.24,136.0,136.0,136.0,136.0
canalrcn.com,13.227.219.88,137.0,138.0,137.3,137.0
canalrcn.com,108.138.246.94,0.784,3.33,1.1238000000000001,0.858
canalrcn.com,18.172.78.54,242.0,243.0,242.1,242.0
canalrcn.com,108.138.128.32,68.6,69.1,68.71000000000001,68.7
canalrcn.com,18.67.17.67,67.9,68.6,67.97999999999999,67.9
canalrcn.com,108.138.128.12,68.9,69.5,68.99,68.9
canalrcn.com,13.33.30.2,180.0,182.0,180.3,180.0
canalrcn.com,52.222.214.119,150.0,151.0,150.1,150.0
canalrcn.com,99.84.191.64,66.5,67.7,66.64000000000001,66.5
canalrcn.com,52.222.214.89,149.0,150.0,149.1,149.0
cashify.in,13.35.121.11,0.822,1.59,0.9305,0.8365
cashify.in,18.239.111.108,241.0,242.0,241.1,241.0
cashify.in,108.158.20.26,137.0,138.0,137.1,137.0
cashify.in,18.239.50.32,146.0,146.0,146.0,146.0
cashify.in,18.66.147.87,147.0,147.0,147.0,147.0
cashify.in,18.67.39.53,76.4,76.5,76.42,76.4
cashify.in,13.35.121.126,0.817,2.0,0.986,0.8585
cashify.in,13.226.94.9,66.3,66.7,66.35999999999999,66.3
cashify.in,18.165.98.53,69.1,69.9,69.19000000000001,69.1
cashify.in,18.66.147.125,146.0,147.0,146.1,146.0
cashify.in,13.226.94.79,67.2,68.3,67.33000000000001,67.2
cashify.in,18.155.68.65,185.0,185.0,185.0,185.0
maze.co,18.244.214.123,0.266,0.364,0.3158,0.317
maze.co,18.239.111.125,241.0,242.0,241.2,241.0
maze.co,13.33.187.88,151.0,152.0,151.1,151.0
maze.co,18.67.17.128,66.9,67.6,67.05,67.0
maze.co,18.67.93.99,137.0,138.0,137.1,137.0
maze.co,3.162.103.128,67.1,67.9,67.27000000000001,67.2
maze.co,108.139.47.96,69.1,70.0,69.19,69.1
maze.co,108.139.47.51,68.6,70.4,68.85999999999999,68.6
maze.co,18.238.243.35,144.0,144.0,144.0,144.0
maze.co,18.244.214.123,0.261,0.349,0.30179999999999996,0.2975
maze.co,13.33.187.2,150.0,151.0,150.1,150.0
maze.co,108.157.254.68,189.0,190.0,189.3,189.0
zalando.it,3.169.183.58,0.29,1.48,0.4266,0.312
zalando.it,18.173.121.99,0.295,1.11,0.4013,0.3205
zalando.it,13.225.63.71,68.1,69.1,68.24000000000001,68.15
zalando.it,18.239.36.32,141.0,141.0,141.0,141.0
zalando.it,13.225.63.80,68.6,69.3,68.69000000000001,68.6
zalando.it,13.32.99.79,146.0,147.0,146.5,146.5
zalando.it,13.225.63.89,68.1,68.7,68.16,68.1
zalando.it,18.160.41.20,66.3,66.4,66.30999999999999,66.3
zalando.it,13.32.99.2,151.0,152.0,151.2,151.0
zalando.it,18.173.121.55,0.282,0.358,0.3135,0.3145
zalando.it,18.67.110.124,146.0,147.0,146.4,146.0
zalando.it,18.239.111.49,236.0,236.0,236.0,236.0
zalando.it,3.165.102.100,180.0,182.0,180.2,180.0
zalando.it,13.33.165.14,64.6,65.5,64.72,64.6
servicewebly.com,65.8.161.124,0.293,1.08,0.40190000000000003,0.33
servicewebly.com,18.67.39.29,67.0,68.6,67.19,67.0
servicewebly.com,13.35.147.44,136.0,137.0,136.1,136.0
servicewebly.com,108.139.29.67,68.6,69.8,68.72999999999999,68.6
servicewebly.com,108.139.29.100,68.6,69.1,68.67999999999999,68.6
servicewebly.com,18.66.112.12,149.0,149.0,149.0,149.0
servicewebly.com,18.66.112.55,148.0,148.0,148.0,148.0
servicewebly.com,18.238.243.6,144.0,144.0,144.0,144.0
servicewebly.com,3.165.102.126,176.0,178.0,176.4,176.0
servicewebly.com,108.139.29.8,68.6,69.6,68.72,68.6
servicewebly.com,18.239.142.54,234.0,235.0,234.1,234.0
servicewebly.com,65.8.161.3,0.281,1.2,0.5182,0.34
servicewebly.com,3.162.103.120,68.8,69.8,68.98999999999998,68.85
servicewebly.com,65.8.161.34,0.277,0.346,0.31589999999999996,0.319
sezzle.com,3.169.183.23,0.276,1.03,0.39580000000000004,0.3355
sezzle.com,52.222.236.122,150.0,151.0,150.1,150.0
sezzle.com,52.222.236.14,149.0,149.0,149.0,149.0
sezzle.com,52.85.49.13,164.0,165.0,164.2,164.0
sezzle.com,18.160.18.79,67.8,75.0,68.61999999999999,67.9
sezzle.com,3.168.73.2,70.0,71.3,70.25000000000001,70.2
sezzle.com,13.33.165.81,70.5,71.6,70.65,70.5
sezzle.com,3.168.73.6,68.6,70.9,68.9,68.65
sezzle.com,18.173.121.74,0.26,1.48,0.567,0.519
sezzle.com,18.239.18.86,140.0,141.0,140.2,140.0
sezzle.com,18.173.121.13,0.27,1.45,0.5332,0.4685
sezzle.com,52.85.49.113,165.0,166.0,165.2,165.0
doctoralia.com.br,3.168.86.32,0.803,1.62,0.9198999999999999,0.8265
doctoralia.com.br,108.156.133.35,176.0,177.0,176.1,176.0
doctoralia.com.br,13.249.91.15,66.6,67.8,66.73,66.6
doctoralia.com.br,3.168.86.60,0.781,1.51,0.9019,0.8385
doctoralia.com.br,18.66.57.34,240.0,241.0,240.8,241.0
doctoralia.com.br,18.65.39.97,141.0,141.0,141.0,141.0
doctoralia.com.br,18.172.112.15,146.0,146.0,146.0,146.0
doctoralia.com.br,3.164.92.37,63.5,65.3,63.80999999999999,63.5
doctoralia.com.br,3.168.86.59,0.773,0.985,0.8368,0.816
doctoralia.com.br,108.158.20.35,137.0,139.0,137.3,137.0
doctoralia.com.br,13.249.91.74,66.3,67.3,66.47,66.4
doctoralia.com.br,13.249.91.14,67.0,67.1,67.09,67.1
doctoralia.com.br,18.160.46.91,66.8,67.8,66.99,66.9
doctoralia.com.br,18.172.112.123,150.0,150.0,150.0,150.0
8ballpool.com,65.8.161.42,0.292,0.913,0.45890000000000003,0.4125
8ballpool.com,99.86.229.13,66.4,67.8,66.6,66.5
8ballpool.com,3.160.150.40,150.0,151.0,150.4,150.0
8ballpool.com,108.156.133.23,181.0,181.0,181.0,181.0
8ballpool.com,108.139.29.59,68.6,69.3,68.73,68.65
8ballpool.com,3.164.92.12,63.5,64.6,63.629999999999995,63.5
8ballpool.com,65.8.161.25,0.311,1.41,0.46270000000000006,0.3405
8ballpool.com,18.65.244.105,136.0,137.0,136.1,136.0
8ballpool.com,18.66.41.76,240.0,240.0,240.0,240.0
8ballpool.com,108.139.29.89,68.6,69.9,68.76000000000002,68.6
8ballpool.com,18.239.36.91,137.0,138.0,137.3,137.0
8ballpool.com,108.139.29.61,68.9,69.3,69.04999999999998,69.0
8ballpool.com,65.8.161.42,0.33,1.68,0.6194,0.4475
8ballpool.com,3.160.150.119,149.0,150.0,149.1,149.0
feverup.com,18.239.199.34,0.293,5.24,0.9283000000000001,0.377
feverup.com,65.9.66.60,149.0,150.0,149.1,149.0
feverup.com,108.157.254.109,177.0,178.0,177.2,177.0
feverup.com,99.84.238.130,0.841,1.27,0.9430000000000002,0.9045000000000001
feverup.com,18.154.227.12,66.4,66.5,66.46000000000001,66.5
feverup.com,18.173.219.127,67.0,67.2,67.11,67.1
feverup.com,18.173.219.49,68.6,69.2,68.67,68.6
feverup.com,13.33.165.89,67.9,69.1,68.03,67.9
feverup.com,18.239.94.10,143.0,144.0,143.3,143.0
feverup.com,18.65.244.95,136.0,136.0,136.0,136.0
feverup.com,65.9.66.48,145.0,146.0,145.1,145.0
feverup.com,13.227.138.16,240.0,241.0,240.2,240.0
choicehotels.com,23.211.139.198,0.79,0.932,0.8295999999999999,0.825
choicehotels.com,2.21.67.9,135.0,136.0,135.1,135.0
choicehotels.com,23.206.243.65,201.0,201.0,201.0,201.0
choicehotels.com,95.101.74.97,140.0,142.0,140.3,140.0
choicehotels.com,2.21.20.8,147.0,148.0,147.1,147.0
choicehotels.com,23.205.255.237,72.0,72.5,72.11000000000001,72.1
choicehotels.com,96.17.180.42,187.0,188.0,187.1,187.0
choicehotels.com,23.194.116.165,59.6,60.3,59.790000000000006,59.7
choicehotels.com,23.11.215.139,240.0,241.0,240.1,240.0
choicehotels.com,23.49.248.37,66.8,66.9,66.85,66.85
choicehotels.com,23.216.149.139,0.788,1.14,0.8659000000000001,0.8334999999999999
choicehotels.com,23.216.149.149,0.798,1.67,0.9259999999999999,0.843
choicehotels.com,23.49.248.41,66.8,67.0,66.88,66.85
barchart.com,18.173.121.124,0.269,0.349,0.3029,0.3025
barchart.com,18.173.121.83,0.292,0.41,0.3279,0.3235
barchart.com,18.165.140.103,182.0,183.0,182.2,182.0
barchart.com,18.165.140.35,170.0,170.0,170.0,170.0
barchart.com,18.67.17.82,67.9,68.4,68.0,67.9
barchart.com,18.239.69.53,137.0,144.0,137.9,137.0
barchart.com,13.226.94.104,66.4,67.4,66.5,66.4
barchart.com,13.226.94.80,66.7,66.9,66.73000000000002,66.7
barchart.com,3.161.82.55,148.0,149.0,148.6,149.0
barchart.com,3.161.82.103,150.0,151.0,150.3,150.0
barchart.com,108.138.85.24,67.6,68.8,67.72,67.6
magazinevoce.com.br,3.168.86.56,0.804,1.33,0.8865000000000001,0.8334999999999999
